symbol,exSymbol,segment,exchange,expiryDate,strikePrice,exSymName
NSE:NIFTY2511629850CE,NIFTY,11,10,2025-01-16 10:00:00,29850.0,NIFTY2511629850CE
NSE:NIFTY2511629850PE,NIFTY,11,10,2025-01-16 10:00:00,29850.0,NIFTY2511629850PE
NSE:NIFTY2511629900CE,NIFTY,11,10,2025-01-16 10:00:00,29900.0,NIFTY2511629900CE
NSE:NIFTY2511629900PE,NIFTY,11,10,2025-01-16 10:00:00,29900.0,NIFTY2511629900PE
NSE:NIFTY2511629950CE,NIFTY,11,10,2025-01-16 10:00:00,29950.0,NIFTY2511629950CE
NSE:NIFTY2511629950PE,NIFTY,11,10,2025-01-16 10:00:00,29950.0,NIFTY2511629950PE
NSE:NIFTY2511630000CE,NIFTY,11,10,2025-01-16 10:00:00,30000.0,NIFTY2511630000CE
NSE:NIFTY2511630000PE,NIFTY,11,10,2025-01-16 10:00:00,30000.0,NIFTY2511630000PE
NSE:NIFTY2511618350CE,NIFTY,11,10,2025-01-16 10:00:00,18350.0,NIFTY2511618350CE
NSE:NIFTY2511618350PE,NIFTY,11,10,2025-01-16 10:00:00,18350.0,NIFTY2511618350PE
NSE:NIFTY2511618400CE,NIFTY,11,10,2025-01-16 10:00:00,18400.0,NIFTY2511618400CE
NSE:NIFTY2511618400PE,NIFTY,11,10,2025-01-16 10:00:00,18400.0,NIFTY2511618400PE
NSE:NIFTY2511618450CE,NIFTY,11,10,2025-01-16 10:00:00,18450.0,NIFTY2511618450CE
NSE:NIFTY2511618450PE,NIFTY,11,10,2025-01-16 10:00:00,18450.0,NIFTY2511618450PE
NSE:NIFTY2511618500CE,NIFTY,11,10,2025-01-16 10:00:00,18500.0,NIFTY2511618500CE
NSE:NIFTY2511618500PE,NIFTY,11,10,2025-01-16 10:00:00,18500.0,NIFTY2511618500PE
NSE:NIFTY2511618550CE,NIFTY,11,10,2025-01-16 10:00:00,18550.0,NIFTY2511618550CE
NSE:NIFTY2511618550PE,NIFTY,11,10,2025-01-16 10:00:00,18550.0,NIFTY2511618550PE
NSE:NIFTY2511618600CE,NIFTY,11,10,2025-01-16 10:00:00,18600.0,NIFTY2511618600CE
NSE:NIFTY2511618600PE,NIFTY,11,10,2025-01-16 10:00:00,18600.0,NIFTY2511618600PE
NSE:NIFTY2511618650CE,NIFTY,11,10,2025-01-16 10:00:00,18650.0,NIFTY2511618650CE
NSE:NIFTY2511618650PE,NIFTY,11,10,2025-01-16 10:00:00,18650.0,NIFTY2511618650PE
NSE:NIFTY2511619100CE,NIFTY,11,10,2025-01-16 10:00:00,19100.0,NIFTY2511619100CE
NSE:NIFTY2511619100PE,NIFTY,11,10,2025-01-16 10:00:00,19100.0,NIFTY2511619100PE
NSE:NIFTY2511619150CE,NIFTY,11,10,2025-01-16 10:00:00,19150.0,NIFTY2511619150CE
NSE:NIFTY2511619150PE,NIFTY,11,10,2025-01-16 10:00:00,19150.0,NIFTY2511619150PE
NSE:NIFTY2511619200CE,NIFTY,11,10,2025-01-16 10:00:00,19200.0,NIFTY2511619200CE
NSE:NIFTY2511619200PE,NIFTY,11,10,2025-01-16 10:00:00,19200.0,NIFTY2511619200PE
NSE:NIFTY2511619250CE,NIFTY,11,10,2025-01-16 10:00:00,19250.0,NIFTY2511619250CE
NSE:NIFTY2511619250PE,NIFTY,11,10,2025-01-16 10:00:00,19250.0,NIFTY2511619250PE
NSE:NIFTY2511618200CE,NIFTY,11,10,2025-01-16 10:00:00,18200.0,NIFTY2511618200CE
NSE:NIFTY2511618200PE,NIFTY,11,10,2025-01-16 10:00:00,18200.0,NIFTY2511618200PE
NSE:NIFTY2511618250CE,NIFTY,11,10,2025-01-16 10:00:00,18250.0,NIFTY2511618250CE
NSE:NIFTY2511618250PE,NIFTY,11,10,2025-01-16 10:00:00,18250.0,NIFTY2511618250PE
NSE:NIFTY2511618300CE,NIFTY,11,10,2025-01-16 10:00:00,18300.0,NIFTY2511618300CE
NSE:NIFTY2511618300PE,NIFTY,11,10,2025-01-16 10:00:00,18300.0,NIFTY2511618300PE
NSE:NIFTY2511619300CE,NIFTY,11,10,2025-01-16 10:00:00,19300.0,NIFTY2511619300CE
NSE:NIFTY2511619300PE,NIFTY,11,10,2025-01-16 10:00:00,19300.0,NIFTY2511619300PE
NSE:NIFTY2511619350CE,NIFTY,11,10,2025-01-16 10:00:00,19350.0,NIFTY2511619350CE
NSE:NIFTY2511619350PE,NIFTY,11,10,2025-01-16 10:00:00,19350.0,NIFTY2511619350PE
NSE:NIFTY2511619400CE,NIFTY,11,10,2025-01-16 10:00:00,19400.0,NIFTY2511619400CE
NSE:NIFTY2511619400PE,NIFTY,11,10,2025-01-16 10:00:00,19400.0,NIFTY2511619400PE
NSE:NIFTY2511619450CE,NIFTY,11,10,2025-01-16 10:00:00,19450.0,NIFTY2511619450CE
NSE:NIFTY2511619450PE,NIFTY,11,10,2025-01-16 10:00:00,19450.0,NIFTY2511619450PE
NSE:NIFTY2511619500CE,NIFTY,11,10,2025-01-16 10:00:00,19500.0,NIFTY2511619500CE
NSE:NIFTY2511619500PE,NIFTY,11,10,2025-01-16 10:00:00,19500.0,NIFTY2511619500PE
NSE:NIFTY2511619550CE,NIFTY,11,10,2025-01-16 10:00:00,19550.0,NIFTY2511619550CE
NSE:NIFTY2511619550PE,NIFTY,11,10,2025-01-16 10:00:00,19550.0,NIFTY2511619550PE
NSE:NIFTY2511619600CE,NIFTY,11,10,2025-01-16 10:00:00,19600.0,NIFTY2511619600CE
NSE:NIFTY2511619600PE,NIFTY,11,10,2025-01-16 10:00:00,19600.0,NIFTY2511619600PE
NSE:NIFTY2511619650CE,NIFTY,11,10,2025-01-16 10:00:00,19650.0,NIFTY2511619650CE
NSE:NIFTY2511619650PE,NIFTY,11,10,2025-01-16 10:00:00,19650.0,NIFTY2511619650PE
NSE:NIFTY2511619700CE,NIFTY,11,10,2025-01-16 10:00:00,19700.0,NIFTY2511619700CE
NSE:NIFTY2511619700PE,NIFTY,11,10,2025-01-16 10:00:00,19700.0,NIFTY2511619700PE
NSE:NIFTY2511619750CE,NIFTY,11,10,2025-01-16 10:00:00,19750.0,NIFTY2511619750CE
NSE:NIFTY2511619750PE,NIFTY,11,10,2025-01-16 10:00:00,19750.0,NIFTY2511619750PE
NSE:NIFTY2511619800CE,NIFTY,11,10,2025-01-16 10:00:00,19800.0,NIFTY2511619800CE
NSE:NIFTY2511619800PE,NIFTY,11,10,2025-01-16 10:00:00,19800.0,NIFTY2511619800PE
NSE:NIFTY2511619850CE,NIFTY,11,10,2025-01-16 10:00:00,19850.0,NIFTY2511619850CE
NSE:NIFTY2511619850PE,NIFTY,11,10,2025-01-16 10:00:00,19850.0,NIFTY2511619850PE
NSE:NIFTY2511619900CE,NIFTY,11,10,2025-01-16 10:00:00,19900.0,NIFTY2511619900CE
NSE:NIFTY2511619900PE,NIFTY,11,10,2025-01-16 10:00:00,19900.0,NIFTY2511619900PE
NSE:NIFTY2511619950CE,NIFTY,11,10,2025-01-16 10:00:00,19950.0,NIFTY2511619950CE
NSE:NIFTY2511619950PE,NIFTY,11,10,2025-01-16 10:00:00,19950.0,NIFTY2511619950PE
NSE:NIFTY2511620000CE,NIFTY,11,10,2025-01-16 10:00:00,20000.0,NIFTY2511620000CE
NSE:NIFTY2511620000PE,NIFTY,11,10,2025-01-16 10:00:00,20000.0,NIFTY2511620000PE
NSE:NIFTY2511620050CE,NIFTY,11,10,2025-01-16 10:00:00,20050.0,NIFTY2511620050CE
NSE:NIFTY2511620050PE,NIFTY,11,10,2025-01-16 10:00:00,20050.0,NIFTY2511620050PE
NSE:NIFTY2511620100CE,NIFTY,11,10,2025-01-16 10:00:00,20100.0,NIFTY2511620100CE
NSE:NIFTY2511620100PE,NIFTY,11,10,2025-01-16 10:00:00,20100.0,NIFTY2511620100PE
NSE:NIFTY2511620150CE,NIFTY,11,10,2025-01-16 10:00:00,20150.0,NIFTY2511620150CE
NSE:NIFTY2511620150PE,NIFTY,11,10,2025-01-16 10:00:00,20150.0,NIFTY2511620150PE
NSE:NIFTY2511620200CE,NIFTY,11,10,2025-01-16 10:00:00,20200.0,NIFTY2511620200CE
NSE:NIFTY2511620200PE,NIFTY,11,10,2025-01-16 10:00:00,20200.0,NIFTY2511620200PE
NSE:NIFTY2511620250CE,NIFTY,11,10,2025-01-16 10:00:00,20250.0,NIFTY2511620250CE
NSE:NIFTY2511620250PE,NIFTY,11,10,2025-01-16 10:00:00,20250.0,NIFTY2511620250PE
NSE:NIFTY2511620300CE,NIFTY,11,10,2025-01-16 10:00:00,20300.0,NIFTY2511620300CE
NSE:NIFTY2511620300PE,NIFTY,11,10,2025-01-16 10:00:00,20300.0,NIFTY2511620300PE
NSE:NIFTY2511620350CE,NIFTY,11,10,2025-01-16 10:00:00,20350.0,NIFTY2511620350CE
NSE:NIFTY2511620350PE,NIFTY,11,10,2025-01-16 10:00:00,20350.0,NIFTY2511620350PE
NSE:NIFTY2511620400CE,NIFTY,11,10,2025-01-16 10:00:00,20400.0,NIFTY2511620400CE
NSE:NIFTY2511620400PE,NIFTY,11,10,2025-01-16 10:00:00,20400.0,NIFTY2511620400PE
NSE:NIFTY2511620450CE,NIFTY,11,10,2025-01-16 10:00:00,20450.0,NIFTY2511620450CE
NSE:NIFTY2511620450PE,NIFTY,11,10,2025-01-16 10:00:00,20450.0,NIFTY2511620450PE
NSE:NIFTY2511620500CE,NIFTY,11,10,2025-01-16 10:00:00,20500.0,NIFTY2511620500CE
NSE:NIFTY2511620500PE,NIFTY,11,10,2025-01-16 10:00:00,20500.0,NIFTY2511620500PE
NSE:NIFTY2511620550CE,NIFTY,11,10,2025-01-16 10:00:00,20550.0,NIFTY2511620550CE
NSE:NIFTY2511620550PE,NIFTY,11,10,2025-01-16 10:00:00,20550.0,NIFTY2511620550PE
NSE:NIFTY2511620600CE,NIFTY,11,10,2025-01-16 10:00:00,20600.0,NIFTY2511620600CE
NSE:NIFTY2511620600PE,NIFTY,11,10,2025-01-16 10:00:00,20600.0,NIFTY2511620600PE
NSE:NIFTY2511620650CE,NIFTY,11,10,2025-01-16 10:00:00,20650.0,NIFTY2511620650CE
NSE:NIFTY2511620650PE,NIFTY,11,10,2025-01-16 10:00:00,20650.0,NIFTY2511620650PE
NSE:NIFTY2511620700CE,NIFTY,11,10,2025-01-16 10:00:00,20700.0,NIFTY2511620700CE
NSE:NIFTY2511620700PE,NIFTY,11,10,2025-01-16 10:00:00,20700.0,NIFTY2511620700PE
NSE:NIFTY2511620750CE,NIFTY,11,10,2025-01-16 10:00:00,20750.0,NIFTY2511620750CE
NSE:NIFTY2511620750PE,NIFTY,11,10,2025-01-16 10:00:00,20750.0,NIFTY2511620750PE
NSE:NIFTY2511620800CE,NIFTY,11,10,2025-01-16 10:00:00,20800.0,NIFTY2511620800CE
NSE:NIFTY2511620800PE,NIFTY,11,10,2025-01-16 10:00:00,20800.0,NIFTY2511620800PE
NSE:NIFTY2511620850CE,NIFTY,11,10,2025-01-16 10:00:00,20850.0,NIFTY2511620850CE
NSE:NIFTY2511620850PE,NIFTY,11,10,2025-01-16 10:00:00,20850.0,NIFTY2511620850PE
NSE:NIFTY2511620900CE,NIFTY,11,10,2025-01-16 10:00:00,20900.0,NIFTY2511620900CE
NSE:NIFTY2511620900PE,NIFTY,11,10,2025-01-16 10:00:00,20900.0,NIFTY2511620900PE
NSE:NIFTY2511620950CE,NIFTY,11,10,2025-01-16 10:00:00,20950.0,NIFTY2511620950CE
NSE:NIFTY2511620950PE,NIFTY,11,10,2025-01-16 10:00:00,20950.0,NIFTY2511620950PE
NSE:NIFTY2511621000CE,NIFTY,11,10,2025-01-16 10:00:00,21000.0,NIFTY2511621000CE
NSE:NIFTY2511621000PE,NIFTY,11,10,2025-01-16 10:00:00,21000.0,NIFTY2511621000PE
NSE:NIFTY2511621050CE,NIFTY,11,10,2025-01-16 10:00:00,21050.0,NIFTY2511621050CE
NSE:NIFTY2511621050PE,NIFTY,11,10,2025-01-16 10:00:00,21050.0,NIFTY2511621050PE
NSE:NIFTY2511621100CE,NIFTY,11,10,2025-01-16 10:00:00,21100.0,NIFTY2511621100CE
NSE:NIFTY2511621100PE,NIFTY,11,10,2025-01-16 10:00:00,21100.0,NIFTY2511621100PE
NSE:NIFTY2511621150CE,NIFTY,11,10,2025-01-16 10:00:00,21150.0,NIFTY2511621150CE
NSE:NIFTY2511621150PE,NIFTY,11,10,2025-01-16 10:00:00,21150.0,NIFTY2511621150PE
NSE:NIFTY2511621200CE,NIFTY,11,10,2025-01-16 10:00:00,21200.0,NIFTY2511621200CE
NSE:NIFTY2511621200PE,NIFTY,11,10,2025-01-16 10:00:00,21200.0,NIFTY2511621200PE
NSE:NIFTY2511621250CE,NIFTY,11,10,2025-01-16 10:00:00,21250.0,NIFTY2511621250CE
NSE:NIFTY2511621250PE,NIFTY,11,10,2025-01-16 10:00:00,21250.0,NIFTY2511621250PE
NSE:NIFTY2511621300CE,NIFTY,11,10,2025-01-16 10:00:00,21300.0,NIFTY2511621300CE
NSE:NIFTY2511621300PE,NIFTY,11,10,2025-01-16 10:00:00,21300.0,NIFTY2511621300PE
NSE:NIFTY2511621350CE,NIFTY,11,10,2025-01-16 10:00:00,21350.0,NIFTY2511621350CE
NSE:NIFTY2511621350PE,NIFTY,11,10,2025-01-16 10:00:00,21350.0,NIFTY2511621350PE
NSE:NIFTY2511621400CE,NIFTY,11,10,2025-01-16 10:00:00,21400.0,NIFTY2511621400CE
NSE:NIFTY2511621400PE,NIFTY,11,10,2025-01-16 10:00:00,21400.0,NIFTY2511621400PE
NSE:NIFTY2511621450CE,NIFTY,11,10,2025-01-16 10:00:00,21450.0,NIFTY2511621450CE
NSE:NIFTY2511621450PE,NIFTY,11,10,2025-01-16 10:00:00,21450.0,NIFTY2511621450PE
NSE:NIFTY2511621500CE,NIFTY,11,10,2025-01-16 10:00:00,21500.0,NIFTY2511621500CE
NSE:NIFTY2511621500PE,NIFTY,11,10,2025-01-16 10:00:00,21500.0,NIFTY2511621500PE
NSE:NIFTY2511621550CE,NIFTY,11,10,2025-01-16 10:00:00,21550.0,NIFTY2511621550CE
NSE:NIFTY2511621550PE,NIFTY,11,10,2025-01-16 10:00:00,21550.0,NIFTY2511621550PE
NSE:NIFTY2511621600CE,NIFTY,11,10,2025-01-16 10:00:00,21600.0,NIFTY2511621600CE
NSE:NIFTY2511621600PE,NIFTY,11,10,2025-01-16 10:00:00,21600.0,NIFTY2511621600PE
NSE:NIFTY2511621650CE,NIFTY,11,10,2025-01-16 10:00:00,21650.0,NIFTY2511621650CE
NSE:NIFTY2511621650PE,NIFTY,11,10,2025-01-16 10:00:00,21650.0,NIFTY2511621650PE
NSE:NIFTY2511621700CE,NIFTY,11,10,2025-01-16 10:00:00,21700.0,NIFTY2511621700CE
NSE:NIFTY2511621700PE,NIFTY,11,10,2025-01-16 10:00:00,21700.0,NIFTY2511621700PE
NSE:NIFTY2511621750CE,NIFTY,11,10,2025-01-16 10:00:00,21750.0,NIFTY2511621750CE
NSE:NIFTY2511621750PE,NIFTY,11,10,2025-01-16 10:00:00,21750.0,NIFTY2511621750PE
NSE:NIFTY2511621800CE,NIFTY,11,10,2025-01-16 10:00:00,21800.0,NIFTY2511621800CE
NSE:NIFTY2511621800PE,NIFTY,11,10,2025-01-16 10:00:00,21800.0,NIFTY2511621800PE
NSE:NIFTY2511621850CE,NIFTY,11,10,2025-01-16 10:00:00,21850.0,NIFTY2511621850CE
NSE:NIFTY2511621850PE,NIFTY,11,10,2025-01-16 10:00:00,21850.0,NIFTY2511621850PE
NSE:NIFTY2511621900CE,NIFTY,11,10,2025-01-16 10:00:00,21900.0,NIFTY2511621900CE
NSE:NIFTY2511621900PE,NIFTY,11,10,2025-01-16 10:00:00,21900.0,NIFTY2511621900PE
NSE:NIFTY2511621950CE,NIFTY,11,10,2025-01-16 10:00:00,21950.0,NIFTY2511621950CE
NSE:NIFTY2511621950PE,NIFTY,11,10,2025-01-16 10:00:00,21950.0,NIFTY2511621950PE
NSE:NIFTY2511622000CE,NIFTY,11,10,2025-01-16 10:00:00,22000.0,NIFTY2511622000CE
NSE:NIFTY2511622000PE,NIFTY,11,10,2025-01-16 10:00:00,22000.0,NIFTY2511622000PE
NSE:NIFTY2511622050CE,NIFTY,11,10,2025-01-16 10:00:00,22050.0,NIFTY2511622050CE
NSE:NIFTY2511622050PE,NIFTY,11,10,2025-01-16 10:00:00,22050.0,NIFTY2511622050PE
NSE:NIFTY2511622100CE,NIFTY,11,10,2025-01-16 10:00:00,22100.0,NIFTY2511622100CE
NSE:NIFTY2511622100PE,NIFTY,11,10,2025-01-16 10:00:00,22100.0,NIFTY2511622100PE
NSE:NIFTY2511622150CE,NIFTY,11,10,2025-01-16 10:00:00,22150.0,NIFTY2511622150CE
NSE:NIFTY2511622150PE,NIFTY,11,10,2025-01-16 10:00:00,22150.0,NIFTY2511622150PE
NSE:NIFTY2511622200CE,NIFTY,11,10,2025-01-16 10:00:00,22200.0,NIFTY2511622200CE
NSE:NIFTY2511622200PE,NIFTY,11,10,2025-01-16 10:00:00,22200.0,NIFTY2511622200PE
NSE:NIFTY2511622250CE,NIFTY,11,10,2025-01-16 10:00:00,22250.0,NIFTY2511622250CE
NSE:NIFTY2511622250PE,NIFTY,11,10,2025-01-16 10:00:00,22250.0,NIFTY2511622250PE
NSE:NIFTY2511622300CE,NIFTY,11,10,2025-01-16 10:00:00,22300.0,NIFTY2511622300CE
NSE:NIFTY2511622300PE,NIFTY,11,10,2025-01-16 10:00:00,22300.0,NIFTY2511622300PE
NSE:NIFTY2511622350CE,NIFTY,11,10,2025-01-16 10:00:00,22350.0,NIFTY2511622350CE
NSE:NIFTY2511622350PE,NIFTY,11,10,2025-01-16 10:00:00,22350.0,NIFTY2511622350PE
NSE:NIFTY2511622400CE,NIFTY,11,10,2025-01-16 10:00:00,22400.0,NIFTY2511622400CE
NSE:NIFTY2511622400PE,NIFTY,11,10,2025-01-16 10:00:00,22400.0,NIFTY2511622400PE
NSE:NIFTY2511622450CE,NIFTY,11,10,2025-01-16 10:00:00,22450.0,NIFTY2511622450CE
NSE:NIFTY2511622450PE,NIFTY,11,10,2025-01-16 10:00:00,22450.0,NIFTY2511622450PE
NSE:NIFTY2511622500CE,NIFTY,11,10,2025-01-16 10:00:00,22500.0,NIFTY2511622500CE
NSE:NIFTY2511622500PE,NIFTY,11,10,2025-01-16 10:00:00,22500.0,NIFTY2511622500PE
NSE:NIFTY2511622550CE,NIFTY,11,10,2025-01-16 10:00:00,22550.0,NIFTY2511622550CE
NSE:NIFTY2511622550PE,NIFTY,11,10,2025-01-16 10:00:00,22550.0,NIFTY2511622550PE
NSE:NIFTY2511622600CE,NIFTY,11,10,2025-01-16 10:00:00,22600.0,NIFTY2511622600CE
NSE:NIFTY2511622600PE,NIFTY,11,10,2025-01-16 10:00:00,22600.0,NIFTY2511622600PE
NSE:NIFTY2511622650CE,NIFTY,11,10,2025-01-16 10:00:00,22650.0,NIFTY2511622650CE
NSE:NIFTY2511622650PE,NIFTY,11,10,2025-01-16 10:00:00,22650.0,NIFTY2511622650PE
NSE:NIFTY2511622700CE,NIFTY,11,10,2025-01-16 10:00:00,22700.0,NIFTY2511622700CE
NSE:NIFTY2511622700PE,NIFTY,11,10,2025-01-16 10:00:00,22700.0,NIFTY2511622700PE
NSE:NIFTY2511622750CE,NIFTY,11,10,2025-01-16 10:00:00,22750.0,NIFTY2511622750CE
NSE:NIFTY2511622750PE,NIFTY,11,10,2025-01-16 10:00:00,22750.0,NIFTY2511622750PE
NSE:NIFTY2511622800CE,NIFTY,11,10,2025-01-16 10:00:00,22800.0,NIFTY2511622800CE
NSE:NIFTY2511622800PE,NIFTY,11,10,2025-01-16 10:00:00,22800.0,NIFTY2511622800PE
NSE:NIFTY2511622850CE,NIFTY,11,10,2025-01-16 10:00:00,22850.0,NIFTY2511622850CE
NSE:NIFTY2511622850PE,NIFTY,11,10,2025-01-16 10:00:00,22850.0,NIFTY2511622850PE
NSE:NIFTY2511622900CE,NIFTY,11,10,2025-01-16 10:00:00,22900.0,NIFTY2511622900CE
NSE:NIFTY2511622900PE,NIFTY,11,10,2025-01-16 10:00:00,22900.0,NIFTY2511622900PE
NSE:NIFTY2511622950CE,NIFTY,11,10,2025-01-16 10:00:00,22950.0,NIFTY2511622950CE
NSE:NIFTY2511622950PE,NIFTY,11,10,2025-01-16 10:00:00,22950.0,NIFTY2511622950PE
NSE:NIFTY2511623000CE,NIFTY,11,10,2025-01-16 10:00:00,23000.0,NIFTY2511623000CE
NSE:NIFTY2511623000PE,NIFTY,11,10,2025-01-16 10:00:00,23000.0,NIFTY2511623000PE
NSE:NIFTY2511623050CE,NIFTY,11,10,2025-01-16 10:00:00,23050.0,NIFTY2511623050CE
NSE:NIFTY2511623050PE,NIFTY,11,10,2025-01-16 10:00:00,23050.0,NIFTY2511623050PE
NSE:NIFTY2511623100CE,NIFTY,11,10,2025-01-16 10:00:00,23100.0,NIFTY2511623100CE
NSE:NIFTY2511623100PE,NIFTY,11,10,2025-01-16 10:00:00,23100.0,NIFTY2511623100PE
NSE:NIFTY2511623150CE,NIFTY,11,10,2025-01-16 10:00:00,23150.0,NIFTY2511623150CE
NSE:NIFTY2511623150PE,NIFTY,11,10,2025-01-16 10:00:00,23150.0,NIFTY2511623150PE
NSE:NIFTY2511623200CE,NIFTY,11,10,2025-01-16 10:00:00,23200.0,NIFTY2511623200CE
NSE:NIFTY2511623200PE,NIFTY,11,10,2025-01-16 10:00:00,23200.0,NIFTY2511623200PE
NSE:NIFTY2511623250CE,NIFTY,11,10,2025-01-16 10:00:00,23250.0,NIFTY2511623250CE
NSE:NIFTY2511623250PE,NIFTY,11,10,2025-01-16 10:00:00,23250.0,NIFTY2511623250PE
NSE:NIFTY2511623300CE,NIFTY,11,10,2025-01-16 10:00:00,23300.0,NIFTY2511623300CE
NSE:NIFTY2511623300PE,NIFTY,11,10,2025-01-16 10:00:00,23300.0,NIFTY2511623300PE
NSE:NIFTY2511623350CE,NIFTY,11,10,2025-01-16 10:00:00,23350.0,NIFTY2511623350CE
NSE:NIFTY2511623350PE,NIFTY,11,10,2025-01-16 10:00:00,23350.0,NIFTY2511623350PE
NSE:NIFTY2511623400CE,NIFTY,11,10,2025-01-16 10:00:00,23400.0,NIFTY2511623400CE
NSE:NIFTY2511623400PE,NIFTY,11,10,2025-01-16 10:00:00,23400.0,NIFTY2511623400PE
NSE:NIFTY2511623450CE,NIFTY,11,10,2025-01-16 10:00:00,23450.0,NIFTY2511623450CE
NSE:NIFTY2511623450PE,NIFTY,11,10,2025-01-16 10:00:00,23450.0,NIFTY2511623450PE
NSE:NIFTY2511623500CE,NIFTY,11,10,2025-01-16 10:00:00,23500.0,NIFTY2511623500CE
NSE:NIFTY2511623500PE,NIFTY,11,10,2025-01-16 10:00:00,23500.0,NIFTY2511623500PE
NSE:NIFTY2511623550CE,NIFTY,11,10,2025-01-16 10:00:00,23550.0,NIFTY2511623550CE
NSE:NIFTY2511623550PE,NIFTY,11,10,2025-01-16 10:00:00,23550.0,NIFTY2511623550PE
NSE:NIFTY2511623600CE,NIFTY,11,10,2025-01-16 10:00:00,23600.0,NIFTY2511623600CE
NSE:NIFTY2511623600PE,NIFTY,11,10,2025-01-16 10:00:00,23600.0,NIFTY2511623600PE
NSE:NIFTY2511623650CE,NIFTY,11,10,2025-01-16 10:00:00,23650.0,NIFTY2511623650CE
NSE:NIFTY2511623650PE,NIFTY,11,10,2025-01-16 10:00:00,23650.0,NIFTY2511623650PE
NSE:NIFTY2511623700CE,NIFTY,11,10,2025-01-16 10:00:00,23700.0,NIFTY2511623700CE
NSE:NIFTY2511623700PE,NIFTY,11,10,2025-01-16 10:00:00,23700.0,NIFTY2511623700PE
NSE:NIFTY2511623750CE,NIFTY,11,10,2025-01-16 10:00:00,23750.0,NIFTY2511623750CE
NSE:NIFTY2511623750PE,NIFTY,11,10,2025-01-16 10:00:00,23750.0,NIFTY2511623750PE
NSE:NIFTY2511623800CE,NIFTY,11,10,2025-01-16 10:00:00,23800.0,NIFTY2511623800CE
NSE:NIFTY2511623800PE,NIFTY,11,10,2025-01-16 10:00:00,23800.0,NIFTY2511623800PE
NSE:NIFTY2511623850CE,NIFTY,11,10,2025-01-16 10:00:00,23850.0,NIFTY2511623850CE
NSE:NIFTY2511623850PE,NIFTY,11,10,2025-01-16 10:00:00,23850.0,NIFTY2511623850PE
NSE:NIFTY2511623900CE,NIFTY,11,10,2025-01-16 10:00:00,23900.0,NIFTY2511623900CE
NSE:NIFTY2511623900PE,NIFTY,11,10,2025-01-16 10:00:00,23900.0,NIFTY2511623900PE
NSE:NIFTY2511623950CE,NIFTY,11,10,2025-01-16 10:00:00,23950.0,NIFTY2511623950CE
NSE:NIFTY2511623950PE,NIFTY,11,10,2025-01-16 10:00:00,23950.0,NIFTY2511623950PE
NSE:NIFTY2511624000CE,NIFTY,11,10,2025-01-16 10:00:00,24000.0,NIFTY2511624000CE
NSE:NIFTY2511624000PE,NIFTY,11,10,2025-01-16 10:00:00,24000.0,NIFTY2511624000PE
NSE:NIFTY2511624050CE,NIFTY,11,10,2025-01-16 10:00:00,24050.0,NIFTY2511624050CE
NSE:NIFTY2511624050PE,NIFTY,11,10,2025-01-16 10:00:00,24050.0,NIFTY2511624050PE
NSE:NIFTY2511624100CE,NIFTY,11,10,2025-01-16 10:00:00,24100.0,NIFTY2511624100CE
NSE:NIFTY2511624100PE,NIFTY,11,10,2025-01-16 10:00:00,24100.0,NIFTY2511624100PE
NSE:NIFTY2511624150CE,NIFTY,11,10,2025-01-16 10:00:00,24150.0,NIFTY2511624150CE
NSE:NIFTY2511624150PE,NIFTY,11,10,2025-01-16 10:00:00,24150.0,NIFTY2511624150PE
NSE:NIFTY2511624200CE,NIFTY,11,10,2025-01-16 10:00:00,24200.0,NIFTY2511624200CE
NSE:NIFTY2511624200PE,NIFTY,11,10,2025-01-16 10:00:00,24200.0,NIFTY2511624200PE
NSE:NIFTY2511624250CE,NIFTY,11,10,2025-01-16 10:00:00,24250.0,NIFTY2511624250CE
NSE:NIFTY2511624250PE,NIFTY,11,10,2025-01-16 10:00:00,24250.0,NIFTY2511624250PE
NSE:NIFTY2511624300CE,NIFTY,11,10,2025-01-16 10:00:00,24300.0,NIFTY2511624300CE
NSE:NIFTY2511624300PE,NIFTY,11,10,2025-01-16 10:00:00,24300.0,NIFTY2511624300PE
NSE:NIFTY2511624350CE,NIFTY,11,10,2025-01-16 10:00:00,24350.0,NIFTY2511624350CE
NSE:NIFTY2511624350PE,NIFTY,11,10,2025-01-16 10:00:00,24350.0,NIFTY2511624350PE
NSE:NIFTY2511624400CE,NIFTY,11,10,2025-01-16 10:00:00,24400.0,NIFTY2511624400CE
NSE:NIFTY2511624400PE,NIFTY,11,10,2025-01-16 10:00:00,24400.0,NIFTY2511624400PE
NSE:NIFTY2511624450CE,NIFTY,11,10,2025-01-16 10:00:00,24450.0,NIFTY2511624450CE
NSE:NIFTY2511624450PE,NIFTY,11,10,2025-01-16 10:00:00,24450.0,NIFTY2511624450PE
NSE:NIFTY2511624500CE,NIFTY,11,10,2025-01-16 10:00:00,24500.0,NIFTY2511624500CE
NSE:NIFTY2511624500PE,NIFTY,11,10,2025-01-16 10:00:00,24500.0,NIFTY2511624500PE
NSE:NIFTY2511624550CE,NIFTY,11,10,2025-01-16 10:00:00,24550.0,NIFTY2511624550CE
NSE:NIFTY2511624550PE,NIFTY,11,10,2025-01-16 10:00:00,24550.0,NIFTY2511624550PE
NSE:NIFTY2511624600CE,NIFTY,11,10,2025-01-16 10:00:00,24600.0,NIFTY2511624600CE
